tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
401,2020-02-04 18:37:15.0290,2020-02-04 18:43:56.0370,3195,Sip Ave,40.73089709786180,-74.06391263008120,3207,Oakland Ave,40.7376037,-74.0524783,42232,Subscriber,1994,1
419,2020-02-04 18:38:36.3910,2020-02-04 18:45:35.8000,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3192,Liberty Light Rail,40.7112423,-74.0557013,42202,Customer,1969,0
308,2020-02-04 18:38:55.5370,2020-02-04 18:44:03.7840,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3278,Monmouth and 6th,40.72568548362900,-74.04879033565520,42390,Subscriber,1988,2
737,2020-02-04 18:39:29.9030,2020-02-04 18:51:47.5750,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3192,Liberty Light Rail,40.7112423,-74.0557013,42616,Subscriber,1991,1
244,2020-02-04 18:39:49.3900,2020-02-04 18:43:53.9300,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3203,Hamilton Park,40.727595966,-74.044247311,42229,Subscriber,1976,1
162,2020-02-04 18:39:57.7410,2020-02-04 18:42:40.1600,3211,Newark Ave,40.72152515,-74.046304543,3185,City Hall,40.7177325,-74.043845,42105,Subscriber,1991,1
644,2020-02-04 18:40:08.5070,2020-02-04 18:50:53.0920,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3192,Liberty Light Rail,40.7112423,-74.0557013,42108,Subscriber,1954,1
206,2020-02-04 18:40:21.5570,2020-02-04 18:43:47.7730,3195,Sip Ave,40.73089709786180,-74.06391263008120,3194,McGinley Square,40.7253399253558,-74.06762212514880,42258,Subscriber,1996,2
502,2020-02-04 18:41:16.9170,2020-02-04 18:49:39.1390,3195,Sip Ave,40.73089709786180,-74.06391263008120,3270,Jersey & 6th St,40.72528910781130,-74.04557168483730,42394,Subscriber,1982,1
665,2020-02-04 18:41:21.7090,2020-02-04 18:52:27.6590,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3211,Newark Ave,40.72152515,-74.046304543,29621,Customer,1969,0
232,2020-02-04 18:41:39.0100,2020-02-04 18:45:31.6230,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3279,Dixon Mills,40.721630142638400,-74.04996782541280,26247,Subscriber,1986,1
1814,2020-02-04 18:41:41.1570,2020-02-04 19:11:55.6420,3640,Journal Square,40.73367,-74.0625,3678,Fairmount Ave,40.72572613742560,-74.07195925712590,26181,Subscriber,1991,1
299,2020-02-04 18:42:06.4020,2020-02-04 18:47:06.1990,3275,Columbus Drive,40.71835519823210,-74.03891444206240,3205,JC Medical Center,40.71653978099190,-74.0496379137039,29277,Subscriber,1989,2
818,2020-02-04 18:42:20.6930,2020-02-04 18:55:59.1040,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,29222,Customer,1989,1
697,2020-02-04 18:42:26.7710,2020-02-04 18:54:04.5710,3638,Washington St,40.7242941,-74.0354826,3192,Liberty Light Rail,40.7112423,-74.0557013,29205,Subscriber,1988,1
522,2020-02-04 18:42:50.6060,2020-02-04 18:51:33.3290,3791,Hoboken Ave at Monmouth St,40.73520838045360,-74.04696375131610,3638,Washington St,40.7242941,-74.0354826,29297,Subscriber,1994,1
321,2020-02-04 18:43:23.3250,2020-02-04 18:48:44.8380,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3269,Brunswick & 6th,40.72601172964630,-74.05038893222810,42625,Subscriber,1989,2
682,2020-02-04 18:43:50.0650,2020-02-04 18:55:12.7110,3206,Hilltop,40.7311689,-74.0575736,3681,Grand St,40.71517767732030,-74.03768330812450,42549,Subscriber,1982,1
460,2020-02-04 18:46:04.6360,2020-02-04 18:53:45.4660,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,42358,Subscriber,1990,1
314,2020-02-04 18:46:34.7870,2020-02-04 18:51:48.8330,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3269,Brunswick & 6th,40.72601172964630,-74.05038893222810,42370,Subscriber,1978,1
373,2020-02-04 18:47:06.6420,2020-02-04 18:53:20.4780,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3187,Warren St,40.7211236,-74.03805095,26155,Subscriber,1990,2
630,2020-02-04 18:47:14.7090,2020-02-04 18:57:45.0310,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3192,Liberty Light Rail,40.7112423,-74.0557013,42341,Subscriber,1990,1
166,2020-02-04 18:47:14.8360,2020-02-04 18:50:01.7980,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3270,Jersey & 6th St,40.72528910781130,-74.04557168483730,42439,Subscriber,1984,1
385,2020-02-04 18:47:16.0020,2020-02-04 18:53:41.2160,3640,Journal Square,40.73367,-74.0625,3210,Pershing Field,40.742677141,-74.051788633,42372,Subscriber,1977,1
406,2020-02-04 18:47:32.4380,2020-02-04 18:54:18.4830,3640,Journal Square,40.73367,-74.0625,3207,Oakland Ave,40.7376037,-74.0524783,42484,Subscriber,1987,2
86,2020-02-04 18:47:43.2460,2020-02-04 18:49:10.2100,3187,Warren St,40.7211236,-74.03805095,3275,Columbus Drive,40.71835519823210,-74.03891444206240,42248,Subscriber,1983,1
498,2020-02-04 18:48:00.9340,2020-02-04 18:56:18.9390,3640,Journal Square,40.73367,-74.0625,3210,Pershing Field,40.742677141,-74.051788633,42434,Subscriber,1984,1
873,2020-02-04 18:48:11.2920,2020-02-04 19:02:44.3060,3681,Grand St,40.71517767732030,-74.03768330812450,3268,Lafayette Park,40.71346382669200,-74.06285852193830,42221,Subscriber,1977,1
346,2020-02-04 18:48:27.6200,2020-02-04 18:54:14.5970,3195,Sip Ave,40.73089709786180,-74.06391263008120,3207,Oakland Ave,40.7376037,-74.0524783,29475,Subscriber,1994,1
771,2020-02-04 18:50:54.7790,2020-02-04 19:03:45.9520,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3199,Newport Pkwy,40.7287448,-74.0321082,29279,Subscriber,1981,1
225,2020-02-04 18:52:24.6510,2020-02-04 18:56:10.4820,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,3203,Hamilton Park,40.727595966,-74.044247311,42198,Subscriber,1970,1
579,2020-02-04 18:52:25.1300,2020-02-04 19:02:04.9060,3483,Montgomery St,40.71942,-74.05099,3187,Warren St,40.7211236,-74.03805095,42272,Subscriber,1991,1
411,2020-02-04 18:53:07.5890,2020-02-04 18:59:59.2150,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,42606,Subscriber,1975,1
255,2020-02-04 18:53:37.0860,2020-02-04 18:57:52.4120,3269,Brunswick & 6th,40.72601172964630,-74.05038893222810,3211,Newark Ave,40.72152515,-74.046304543,42576,Subscriber,1986,2
291,2020-02-04 18:54:15.1900,2020-02-04 18:59:06.4260,3270,Jersey & 6th St,40.72528910781130,-74.04557168483730,3187,Warren St,40.7211236,-74.03805095,42399,Subscriber,1982,1
94,2020-02-04 18:54:31.1830,2020-02-04 18:56:05.7330,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42148,Subscriber,1990,1
934,2020-02-04 18:54:37.7950,2020-02-04 19:10:12.7780,3639,Harborside,40.7192517,-74.034234,3186,Grove St PATH,40.71958611647170,-74.04311746358870,29555,Subscriber,1988,1
178,2020-02-04 18:54:41.5610,2020-02-04 18:57:39.7070,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958611647170,-74.04311746358870,29496,Subscriber,1888,0
394,2020-02-04 18:55:25.3300,2020-02-04 19:01:59.4960,3678,Fairmount Ave,40.72572613742560,-74.07195925712590,3195,Sip Ave,40.73089709786180,-74.06391263008120,42364,Subscriber,1970,1
675,2020-02-04 18:55:45.2150,2020-02-04 19:07:01.1150,3203,Hamilton Park,40.727595966,-74.044247311,3213,Van Vorst Park,40.71848892,-74.047726625,42109,Subscriber,1977,1
229,2020-02-04 18:55:54.5420,2020-02-04 18:59:43.8260,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3279,Dixon Mills,40.721630142638400,-74.04996782541280,29607,Subscriber,1949,1
148,2020-02-04 18:55:56.5220,2020-02-04 18:58:24.6760,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,42193,Subscriber,1985,1
1017,2020-02-04 18:56:13.1340,2020-02-04 19:13:10.5710,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3268,Lafayette Park,40.71346382669200,-74.06285852193830,29673,Subscriber,1978,1
499,2020-02-04 18:59:24.0730,2020-02-04 19:07:43.2430,3184,Paulus Hook,40.7141454,-74.0335519,3681,Grand St,40.71517767732030,-74.03768330812450,42150,Subscriber,1992,1
162,2020-02-04 18:59:38.6340,2020-02-04 19:02:20.6360,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3270,Jersey & 6th St,40.72528910781130,-74.04557168483730,29496,Subscriber,1956,1
69,2020-02-04 18:59:41.8720,2020-02-04 19:00:51.0560,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,3270,Jersey & 6th St,40.72528910781130,-74.04557168483730,42292,Subscriber,1992,1
176,2020-02-04 18:59:55.8440,2020-02-04 19:02:52.5660,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3184,Paulus Hook,40.7141454,-74.0335519,42536,Subscriber,1981,0
331,2020-02-04 19:00:08.8990,2020-02-04 19:05:40.2790,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3269,Brunswick & 6th,40.72601172964630,-74.05038893222810,42268,Subscriber,1969,1
277,2020-02-04 19:00:12.3960,2020-02-04 19:04:50.0750,3194,McGinley Square,40.7253399253558,-74.06762212514880,3195,Sip Ave,40.73089709786180,-74.06391263008120,42258,Subscriber,1993,1
425,2020-02-04 19:00:40.5020,2020-02-04 19:07:45.7980,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.7177325,-74.043845,42333,Subscriber,1983,2
255,2020-02-04 19:00:57.5040,2020-02-04 19:05:13.0300,3195,Sip Ave,40.73089709786180,-74.06391263008120,3194,McGinley Square,40.7253399253558,-74.06762212514880,42502,Subscriber,1996,2
1423,2020-02-04 19:01:18.3730,2020-02-04 19:25:02.1420,3639,Harborside,40.7192517,-74.034234,3281,Leonard Gordon Park,40.74590996631560,-74.0572714805603,26307,Subscriber,1979,1
295,2020-02-04 19:01:18.7760,2020-02-04 19:06:14.2310,3211,Newark Ave,40.72152515,-74.046304543,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,42368,Subscriber,1953,2
209,2020-02-04 19:01:37.6830,2020-02-04 19:05:07.2470,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3269,Brunswick & 6th,40.72601172964630,-74.05038893222810,29610,Subscriber,1993,1
174,2020-02-04 19:02:08.6990,2020-02-04 19:05:03.4840,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,3269,Brunswick & 6th,40.72601172964630,-74.05038893222810,42193,Subscriber,1985,1
296,2020-02-04 19:02:40.5650,2020-02-04 19:07:36.9510,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3269,Brunswick & 6th,40.72601172964630,-74.05038893222810,29553,Subscriber,1987,0
693,2020-02-04 19:02:41.3220,2020-02-04 19:14:15.2380,3195,Sip Ave,40.73089709786180,-74.06391263008120,3186,Grove St PATH,40.71958611647170,-74.04311746358870,42364,Subscriber,1970,1
121,2020-02-04 19:03:27.1250,2020-02-04 19:05:28.6460,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42147,Subscriber,1991,1
136,2020-02-04 19:03:52.7480,2020-02-04 19:06:09.4730,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647170,-74.04311746358870,42264,Subscriber,1987,1
362,2020-02-04 19:04:10.2540,2020-02-04 19:10:12.2710,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,42203,Subscriber,1990,1
263,2020-02-04 19:04:16.4030,2020-02-04 19:08:39.8080,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.7124188237569,-74.03852552175520,29609,Subscriber,1954,2
579,2020-02-04 19:04:17.2520,2020-02-04 19:13:56.6960,3639,Harborside,40.7192517,-74.034234,3279,Dixon Mills,40.721630142638400,-74.04996782541280,42153,Subscriber,1990,2
118,2020-02-04 19:04:48.1850,2020-02-04 19:06:46.4700,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42171,Subscriber,1983,1
328,2020-02-04 19:04:58.8450,2020-02-04 19:10:27.2310,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3209,Brunswick St,40.7241765,-74.0506564,42255,Subscriber,1987,1
666,2020-02-04 19:05:20.3390,2020-02-04 19:16:26.7280,3187,Warren St,40.7211236,-74.03805095,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,42236,Subscriber,1983,1
696,2020-02-04 19:06:06.6780,2020-02-04 19:17:42.7260,3199,Newport Pkwy,40.7287448,-74.0321082,3267,Morris Canal,40.7124188237569,-74.03852552175520,42358,Subscriber,1959,2
968,2020-02-04 19:06:13.5280,2020-02-04 19:22:21.5930,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3186,Grove St PATH,40.71958611647170,-74.04311746358870,29293,Subscriber,1963,1
285,2020-02-04 19:06:20.9240,2020-02-04 19:11:06.1500,3195,Sip Ave,40.73089709786180,-74.06391263008120,3679,Bergen Ave,40.722103786686000,-74.07145500183110,42467,Subscriber,1982,1
1497,2020-02-04 19:07:34.2190,2020-02-04 19:32:31.3650,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3278,Monmouth and 6th,40.72568548362900,-74.04879033565520,42254,Subscriber,1991,1
2641,2020-02-04 19:07:50.1330,2020-02-04 19:51:51.7250,3195,Sip Ave,40.73089709786180,-74.06391263008120,3483,Montgomery St,40.71942,-74.05099,42389,Subscriber,1984,1
478,2020-02-04 19:08:26.3600,2020-02-04 19:16:24.5170,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.7177325,-74.043845,42536,Subscriber,1987,1
509,2020-02-04 19:09:29.8370,2020-02-04 19:17:59.3660,3212,Christ Hospital,40.734785818,-74.050443636,3211,Newark Ave,40.72152515,-74.046304543,26287,Subscriber,1988,1
159,2020-02-04 19:09:49.7020,2020-02-04 19:12:28.9770,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,3186,Grove St PATH,40.71958611647170,-74.04311746358870,29440,Subscriber,1981,1
694,2020-02-04 19:10:46.5170,2020-02-04 19:22:21.2460,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3278,Monmouth and 6th,40.72568548362900,-74.04879033565520,42171,Subscriber,1985,1
809,2020-02-04 19:11:24.6540,2020-02-04 19:24:53.7050,3273,Manila & 1st,40.721650724880000,-74.04288411140440,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,42214,Subscriber,1970,2
101,2020-02-04 19:12:34.0850,2020-02-04 19:14:15.8260,3184,Paulus Hook,40.7141454,-74.0335519,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42271,Subscriber,1975,1
344,2020-02-04 19:13:54.9620,2020-02-04 19:19:39.0630,3639,Harborside,40.7192517,-74.034234,3186,Grove St PATH,40.71958611647170,-74.04311746358870,42449,Subscriber,1964,2
500,2020-02-04 19:15:18.8600,2020-02-04 19:23:39.7780,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3267,Morris Canal,40.7124188237569,-74.03852552175520,29555,Subscriber,1956,1
660,2020-02-04 19:15:38.1240,2020-02-04 19:26:38.9400,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3268,Lafayette Park,40.71346382669200,-74.06285852193830,42364,Subscriber,1979,1
288,2020-02-04 19:15:43.6470,2020-02-04 19:20:32.1500,3195,Sip Ave,40.73089709786180,-74.06391263008120,3194,McGinley Square,40.7253399253558,-74.06762212514880,42258,Subscriber,1978,1
393,2020-02-04 19:16:25.3880,2020-02-04 19:22:58.5320,3209,Brunswick St,40.7241765,-74.0506564,3638,Washington St,40.7242941,-74.0354826,42255,Subscriber,1987,2
706,2020-02-04 19:16:49.0450,2020-02-04 19:28:35.5320,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3268,Lafayette Park,40.71346382669200,-74.06285852193830,42373,Subscriber,1986,1
168,2020-02-04 19:18:57.1390,2020-02-04 19:21:45.6930,3195,Sip Ave,40.73089709786180,-74.06391263008120,3194,McGinley Square,40.7253399253558,-74.06762212514880,29221,Subscriber,1978,1
142,2020-02-04 19:19:16.1120,2020-02-04 19:21:38.5610,3195,Sip Ave,40.73089709786180,-74.06391263008120,3194,McGinley Square,40.7253399253558,-74.06762212514880,29539,Subscriber,1993,1
536,2020-02-04 19:19:26.6270,2020-02-04 19:28:23.2600,3213,Van Vorst Park,40.71848892,-74.047726625,3268,Lafayette Park,40.71346382669200,-74.06285852193830,42339,Customer,1993,2
139,2020-02-04 19:20:43.3570,2020-02-04 19:23:02.4860,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,3213,Van Vorst Park,40.71848892,-74.047726625,42203,Subscriber,1972,1
1012,2020-02-04 19:20:49.4390,2020-02-04 19:37:42.0080,3199,Newport Pkwy,40.7287448,-74.0321082,3196,Riverview Park,40.7443187,-74.0439909,42303,Subscriber,1972,2
868,2020-02-04 19:21:49.6840,2020-02-04 19:36:17.7990,3212,Christ Hospital,40.734785818,-74.050443636,3281,Leonard Gordon Park,40.74590996631560,-74.0572714805603,42534,Customer,1998,1
354,2020-02-04 19:22:02.2850,2020-02-04 19:27:56.6010,3278,Monmouth and 6th,40.72568548362900,-74.04879033565520,3213,Van Vorst Park,40.71848892,-74.047726625,42390,Subscriber,1988,2
2011,2020-02-04 19:23:12.1300,2020-02-04 19:56:43.2770,3194,McGinley Square,40.7253399253558,-74.06762212514880,3209,Brunswick St,40.7241765,-74.0506564,42496,Subscriber,1959,1
193,2020-02-04 19:23:14.0020,2020-02-04 19:26:27.1360,3195,Sip Ave,40.73089709786180,-74.06391263008120,3194,McGinley Square,40.7253399253558,-74.06762212514880,42293,Subscriber,1992,1
262,2020-02-04 19:23:52.2350,2020-02-04 19:28:14.3390,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958611647170,-74.04311746358870,29629,Subscriber,1963,1
229,2020-02-04 19:24:46.6430,2020-02-04 19:28:36.0700,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.7124188237569,-74.03852552175520,26258,Subscriber,1981,0
861,2020-02-04 19:25:19.0490,2020-02-04 19:39:40.2580,3640,Journal Square,40.73367,-74.0625,3678,Fairmount Ave,40.72572613742560,-74.07195925712590,29626,Subscriber,1989,1
289,2020-02-04 19:25:35.5830,2020-02-04 19:30:25.4070,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,42320,Subscriber,1992,1
249,2020-02-04 19:25:59.3560,2020-02-04 19:30:08.5780,3195,Sip Ave,40.73089709786180,-74.06391263008120,3194,McGinley Square,40.7253399253558,-74.06762212514880,42435,Subscriber,1985,1
612,2020-02-04 19:26:15.1030,2020-02-04 19:36:27.5320,3185,City Hall,40.7177325,-74.043845,3268,Lafayette Park,40.71346382669200,-74.06285852193830,42186,Subscriber,1987,2
146,2020-02-04 19:27:24.9120,2020-02-04 19:29:51.0160,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.047726625,42252,Subscriber,1964,2
450,2020-02-04 19:27:46.6390,2020-02-04 19:35:17.5690,3278,Monmouth and 6th,40.72568548362900,-74.04879033565520,3186,Grove St PATH,40.71958611647170,-74.04311746358870,42316,Subscriber,1974,1
419,2020-02-04 19:28:05.1960,2020-02-04 19:35:05.0360,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,29440,Subscriber,1970,1
173,2020-02-04 19:28:11.3330,2020-02-04 19:31:05.2660,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3209,Brunswick St,40.7241765,-74.0506564,29293,Subscriber,1990,1
186,2020-02-04 19:28:42.2100,2020-02-04 19:31:48.2550,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,29629,Subscriber,1970,2
614,2020-02-04 19:28:52.3950,2020-02-04 19:39:07.0560,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42449,Subscriber,1985,2
493,2020-02-04 19:28:57.8870,2020-02-04 19:37:11.6640,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,42629,Subscriber,1994,2
756,2020-02-04 19:29:15.8680,2020-02-04 19:41:52.1130,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,42192,Subscriber,1968,1
271,2020-02-04 19:31:07.3280,2020-02-04 19:35:38.6150,3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958611647170,-74.04311746358870,42493,Subscriber,1968,0
430,2020-02-04 19:31:36.5690,2020-02-04 19:38:46.6990,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3186,Grove St PATH,40.71958611647170,-74.04311746358870,42264,Subscriber,1973,1
115,2020-02-04 19:31:55.4900,2020-02-04 19:33:50.9250,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3211,Newark Ave,40.72152515,-74.046304543,42215,Subscriber,1982,1
647,2020-02-04 19:33:46.3320,2020-02-04 19:44:33.5860,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978099190,-74.0496379137039,42250,Subscriber,1989,1
396,2020-02-04 19:34:22.7590,2020-02-04 19:40:59.7290,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.7124188237569,-74.03852552175520,42271,Subscriber,1978,1
429,2020-02-04 19:34:58.1830,2020-02-04 19:42:07.4400,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3209,Brunswick St,40.7241765,-74.0506564,42128,Subscriber,1987,1
363,2020-02-04 19:35:03.4170,2020-02-04 19:41:07.0310,3640,Journal Square,40.73367,-74.0625,3212,Christ Hospital,40.734785818,-74.050443636,42123,Subscriber,1961,1
397,2020-02-04 19:35:52.2580,2020-02-04 19:42:30.1490,3212,Christ Hospital,40.734785818,-74.050443636,3209,Brunswick St,40.7241765,-74.0506564,42344,Subscriber,1984,1
706,2020-02-04 19:36:37.8650,2020-02-04 19:48:24.0750,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3268,Lafayette Park,40.71346382669200,-74.06285852193830,42316,Subscriber,1982,1
730,2020-02-04 19:36:58.2680,2020-02-04 19:49:09.2200,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3268,Lafayette Park,40.71346382669200,-74.06285852193830,42119,Subscriber,1995,2
663,2020-02-04 19:37:03.4630,2020-02-04 19:48:06.9910,3203,Hamilton Park,40.727595966,-74.044247311,3202,Newport PATH,40.7272235,-74.0337589,42133,Subscriber,1991,1
558,2020-02-04 19:37:15.6170,2020-02-04 19:46:34.1090,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3681,Grand St,40.71517767732030,-74.03768330812450,42622,Subscriber,1985,1
134,2020-02-04 19:37:53.6570,2020-02-04 19:40:08.6250,3273,Manila & 1st,40.721650724880000,-74.04288411140440,3272,Jersey & 3rd,40.72333158646440,-74.04595255851740,26204,Subscriber,1981,1
1807,2020-02-04 19:38:16.2960,2020-02-04 20:08:23.7550,3194,McGinley Square,40.7253399253558,-74.06762212514880,3678,Fairmount Ave,40.72572613742560,-74.07195925712590,42432,Subscriber,1986,1
187,2020-02-04 19:40:22.3340,2020-02-04 19:43:29.5790,3206,Hilltop,40.7311689,-74.0575736,3640,Journal Square,40.73367,-74.0625,42380,Subscriber,1981,1
240,2020-02-04 19:41:23.1720,2020-02-04 19:45:24.0430,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3270,Jersey & 6th St,40.72528910781130,-74.04557168483730,42117,Subscriber,1959,1
294,2020-02-04 19:41:27.1150,2020-02-04 19:46:21.5290,3205,JC Medical Center,40.71653978099190,-74.0496379137039,3186,Grove St PATH,40.71958611647170,-74.04311746358870,42532,Subscriber,1988,2
681,2020-02-04 19:44:14.6270,2020-02-04 19:55:36.3820,3199,Newport Pkwy,40.7287448,-74.0321082,3209,Brunswick St,40.7241765,-74.0506564,29588,Subscriber,1989,2
790,2020-02-04 19:45:17.4710,2020-02-04 19:58:27.6640,3275,Columbus Drive,40.71835519823210,-74.03891444206240,3192,Liberty Light Rail,40.7112423,-74.0557013,42343,Subscriber,1987,1
257,2020-02-04 19:46:41.0200,2020-02-04 19:50:58.7580,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3267,Morris Canal,40.7124188237569,-74.03852552175520,29494,Subscriber,1987,2
354,2020-02-04 19:47:09.1620,2020-02-04 19:53:04.0570,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3202,Newport PATH,40.7272235,-74.0337589,42178,Subscriber,1991,1
692,2020-02-04 19:47:38.9680,2020-02-04 19:59:11.8810,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3268,Lafayette Park,40.71346382669200,-74.06285852193830,29265,Subscriber,1991,1
280,2020-02-04 19:48:32.9560,2020-02-04 19:53:13.5100,3187,Warren St,40.7211236,-74.03805095,3211,Newark Ave,40.72152515,-74.046304543,42160,Subscriber,1988,2
239,2020-02-04 19:49:52.3190,2020-02-04 19:53:51.6120,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.7124188237569,-74.03852552175520,29200,Subscriber,1971,1
382,2020-02-04 19:50:23.8290,2020-02-04 19:56:46.0090,3202,Newport PATH,40.7272235,-74.0337589,3270,Jersey & 6th St,40.72528910781130,-74.04557168483730,42133,Subscriber,1980,1
124,2020-02-04 19:52:23.5720,2020-02-04 19:54:27.8140,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,42482,Subscriber,1991,1
258,2020-02-04 19:52:51.0140,2020-02-04 19:57:09.4070,3194,McGinley Square,40.7253399253558,-74.06762212514880,3194,McGinley Square,40.7253399253558,-74.06762212514880,42258,Subscriber,1989,0
335,2020-02-04 19:53:00.3850,2020-02-04 19:58:36.1200,3639,Harborside,40.7192517,-74.034234,3186,Grove St PATH,40.71958611647170,-74.04311746358870,42156,Subscriber,1991,1
484,2020-02-04 19:53:06.5800,2020-02-04 20:01:11.2770,3694,Jackson Square,40.71113,-74.0789,3194,McGinley Square,40.7253399253558,-74.06762212514880,42555,Subscriber,1984,1
306,2020-02-04 19:53:17.2880,2020-02-04 19:58:23.9100,3186,Grove St PATH,40.71958611647170,-74.04311746358870,3269,Brunswick & 6th,40.72601172964630,-74.05038893222810,42315,Subscriber,1971,2
452,2020-02-04 19:53:57.4090,2020-02-04 20:01:29.4240,3640,Journal Square,40.73367,-74.0625,3194,McGinley Square,40.7253399253558,-74.06762212514880,42380,Subscriber,1980,1
265,2020-02-04 19:54:22.0790,2020-02-04 19:58:47.5790,3192,Liberty Light Rail,40.7112423,-74.0557013,3268,Lafayette Park,40.71346382669200,-74.06285852193830,29624,Subscriber,1986,1
271,2020-02-04 19:54:28.8960,2020-02-04 19:59:00.1430,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.7124188237569,-74.03852552175520,42419,Subscriber,1984,2
